Sewer Level,
10/2/2017 5:41,532.38339
10/2/2017 5:56,531.94052
10/2/2017 6:11,531.4878
10/2/2017 6:26,531.02801
10/2/2017 6:41,530.56495
10/2/2017 6:56,530.10324
10/2/2017 7:11,529.64807
10/2/2017 7:26,529.20502
10/2/2017 7:41,528.77985
10/2/2017 7:56,528.37833
10/2/2017 8:11,528.00611
10/2/2017 8:26,527.66852
10/2/2017 8:40,527.37052
10/2/2017 8:40,527.1165
10/2/2017 8:40,526.91027
10/2/2017 8:55,526.75492
10/2/2017 9:10,526.65277
10/2/2017 9:12,526.60533
10/2/2017 9:12,526.61327
10/2/2017 9:12,526.67639
10/2/2017 9:14,526.79359
10/2/2017 9:14,526.96295
10/2/2017 9:14,527.18171
10/2/2017 9:29,527.4463
10/2/2017 9:44,527.75244
10/2/2017 9:59,528.0952
10/2/2017 10:14,528.46908
10/2/2017 10:29,528.86812
10/2/2017 10:44,529.28601
10/2/2017 10:59,529.71627
10/2/2017 11:14,530.15234
10/2/2017 11:29,530.5878
10/2/2017 11:44,531.01652
10/2/2017 11:59,531.43287
10/2/2017 12:14,531.83193
10/2/2017 12:29,532.20973
10/2/2017 12:44,532.56349
10/2/2017 12:59,532.89187
10/2/2017 13:14,533.19526
10/2/2017 13:29,533.47607
10/2/2017 13:44,533.73902
10/2/2017 13:59,533.99148
10/2/2017 14:14,534.24254
10/2/2017 14:29,534.49732
10/2/2017 14:44,534.75832
10/2/2017 14:51,535.02671
10/2/2017 14:51,535.30249
10/2/2017 14:51,535.58472
10/2/2017 15:06,535.87161
10/2/2017 15:21,536.16076
10/2/2017 15:36,536.44925
10/2/2017 15:51,536.73379
10/2/2017 16:06,537.01088
10/2/2017 16:21,537.27688
10/2/2017 16:36,537.52815
10/2/2017 16:51,537.76115
10/2/2017 17:06,537.97251
10/2/2017 17:21,538.15912
10/2/2017 17:36,538.31821
10/2/2017 17:51,538.44739
10/2/2017 18:06,538.54471
10/2/2017 18:21,538.60872
10/2/2017 18:36,538.63845
10/2/2017 18:51,538.63348
10/2/2017 19:06,538.59395
10/2/2017 19:21,538.52053
10/2/2017 19:36,538.41441
10/2/2017 19:51,538.27734
10/2/2017 20:06,538.11153
10/2/2017 20:21,537.91966
10/2/2017 20:35,537.70482
10/2/2017 20:50,537.47046
10/2/2017 21:05,537.22028
10/2/2017 21:20,536.95824
10/2/2017 21:35,536.68838
10/2/2017 21:50,536.41478
10/2/2017 22:05,536.14147
10/2/2017 22:14,535.87225
10/2/2017 22:14,535.61063
10/2/2017 22:14,535.35964
10/2/2017 22:29,535.12174
10/2/2017 22:44,534.89862
10/2/2017 22:59,534.69108
10/2/2017 23:14,534.4988
10/2/2017 23:29,534.32022
10/2/2017 23:44,534.15231
10/2/2017 23:59,533.99034
10/3/2017 0:14,533.82903
10/3/2017 0:29,533.66627
10/3/2017 0:44,533.5014
10/3/2017 0:59,533.33436
10/3/2017 1:14,533.16563
10/3/2017 1:29,532.99612
10/3/2017 1:44,532.82707
10/3/2017 1:59,532.66003
10/3/2017 2:14,532.49671
10/3/2017 2:29,532.33895
10/3/2017 2:44,532.18868
10/3/2017 2:59,532.04778
10/3/2017 3:14,531.91813
10/3/2017 3:29,531.80148
10/3/2017 3:44,531.69944
10/3/2017 3:59,531.61344
10/3/2017 4:14,531.54469
10/3/2017 4:29,531.49416
10/3/2017 4:44,531.46256
10/3/2017 4:59,531.45032
10/3/2017 5:14,531.45755
10/3/2017 5:29,531.4841
10/3/2017 5:44,531.52949
10/3/2017 5:59,531.59295
10/3/2017 6:14,531.67342
10/3/2017 6:29,531.76958
10/3/2017 6:44,531.87984
10/3/2017 6:59,532.0024
10/3/2017 7:14,532.13523
10/3/2017 7:29,532.27617
10/3/2017 7:44,532.42292
10/3/2017 7:59,532.57312
10/3/2017 8:14,532.72438
10/3/2017 8:29,532.87433
10/3/2017 8:44,533.02072
10/3/2017 8:59,533.16145
10/3/2017 9:14,533.29464
10/3/2017 9:29,533.41876
10/3/2017 9:44,533.53263
10/3/2017 9:59,533.6356
10/3/2017 10:14,533.72757
10/3/2017 10:29,533.80912
10/3/2017 10:35,533.88162
10/3/2017 10:50,533.94733
10/3/2017 11:05,534.00952
10/3/2017 11:20,534.07648
10/3/2017 11:35,534.16519
10/3/2017 11:50,534.28995
10/3/2017 12:05,534.46102
10/3/2017 12:20,534.68505
10/3/2017 12:35,534.96544
10/3/2017 12:50,535.30281
10/3/2017 13:05,535.69535
10/3/2017 13:20,536.13914
10/3/2017 13:35,536.62856
10/3/2017 13:50,537.15657
10/3/2017 14:05,537.71499
10/3/2017 14:20,538.29486
10/3/2017 14:35,538.88661
10/3/2017 14:50,539.48037
10/3/2017 15:05,540.06619
10/3/2017 15:20,540.63422
10/3/2017 15:35,541.17492
10/3/2017 15:50,541.67922
10/3/2017 16:05,542.13869
10/3/2017 16:20,542.54563
10/3/2017 16:35,542.89322
10/3/2017 16:50,543.17563
10/3/2017 17:05,543.38803
10/3/2017 17:20,543.5267
10/3/2017 17:35,543.58906
10/3/2017 17:50,543.57367
10/3/2017 18:05,543.48024
10/3/2017 18:20,543.30962
10/3/2017 18:35,543.06374
10/3/2017 18:50,542.74557
10/3/2017 19:05,542.35903
10/3/2017 19:20,541.90891
10/3/2017 19:35,541.40075
10/3/2017 19:50,540.84069
10/3/2017 20:05,540.23535
10/3/2017 20:20,539.59163
10/3/2017 20:35,538.91654
10/3/2017 20:50,538.21697
10/3/2017 21:05,537.49948
10/3/2017 21:20,536.77006
10/3/2017 21:35,536.03384
10/3/2017 21:50,535.29482
10/3/2017 22:05,534.55555
10/3/2017 22:20,533.8168
10/3/2017 22:35,533.07304
10/3/2017 22:50,532.3118
10/3/2017 23:05,531.52448
10/3/2017 23:20,530.7069
10/3/2017 23:35,529.85874
10/3/2017 23:50,528.98295
10/4/2017 0:05,528.08515
10/4/2017 0:20,527.1732
10/4/2017 0:35,526.25664
10/4/2017 0:50,525.34625
10/4/2017 1:05,524.45368
10/4/2017 1:20,523.59099
10/4/2017 1:35,522.77033
10/4/2017 1:50,522.00361
10/4/2017 2:05,521.3022
10/4/2017 2:20,520.67667
10/4/2017 2:35,520.13654
10/4/2017 2:50,519.69011
10/4/2017 3:05,519.34428
10/4/2017 3:20,519.10439
10/4/2017 3:35,518.97415
10/4/2017 3:50,518.95554
10/4/2017 4:05,519.04879
10/4/2017 4:20,519.25235
10/4/2017 4:35,519.56293
10/4/2017 4:50,519.97552
10/4/2017 5:05,520.48354
10/4/2017 5:20,521.07888
10/4/2017 5:35,521.75209
10/4/2017 5:50,522.49256
10/4/2017 6:05,523.28872
10/4/2017 6:20,524.1283
10/4/2017 6:35,524.99858
10/4/2017 6:50,525.88672
10/4/2017 7:05,526.78007
10/4/2017 7:20,527.66658
10/4/2017 7:35,528.53518
10/4/2017 7:50,529.37619
10/4/2017 8:05,530.18183
10/4/2017 8:20,530.9467
10/4/2017 8:35,531.66828
10/4/2017 8:50,532.34753
10/4/2017 9:05,532.98947
10/4/2017 9:20,533.6038
10/4/2017 9:35,534.20549
10/4/2017 9:38,534.81186
10/4/2017 9:38,535.4353
10/4/2017 9:38,536.08357
10/4/2017 9:40,536.76053
10/4/2017 9:40,537.46672
10/4/2017 9:40,538.19978
10/4/2017 9:55,538.95501
10/4/2017 10:10,539.72574
10/4/2017 10:25,540.5038
10/4/2017 10:40,541.2799
10/4/2017 10:55,542.04398
10/4/2017 11:10,542.78557
10/4/2017 11:25,543.4941
10/4/2017 11:40,544.15914
10/4/2017 11:55,544.77074
10/4/2017 12:10,545.31958
10/4/2017 12:25,545.79721
10/4/2017 12:40,546.19622
10/4/2017 12:55,546.51038
10/4/2017 13:10,546.73479
10/4/2017 13:25,546.86593
10/4/2017 13:40,546.90174
10/4/2017 13:55,546.8417
10/4/2017 14:10,546.68676
10/4/2017 14:25,546.43943
10/4/2017 14:40,546.10364
10/4/2017 14:55,545.68471
10/4/2017 15:10,545.18929
10/4/2017 15:25,544.62517
10/4/2017 15:40,544.00116
10/4/2017 15:55,543.32692
10/4/2017 16:10,542.61276
10/4/2017 16:25,541.86937
10/4/2017 16:40,541.10759
10/4/2017 16:55,540.33812
10/4/2017 17:10,539.5712
10/4/2017 17:25,538.81627
10/4/2017 17:40,538.0816
10/4/2017 17:55,537.37391
10/4/2017 18:10,536.69791
10/4/2017 18:25,536.0559
10/4/2017 18:40,535.44724
10/4/2017 18:55,534.86789
10/4/2017 19:10,534.30986
10/4/2017 19:25,533.76078
10/4/2017 19:40,533.20892
10/4/2017 19:55,532.64864
10/4/2017 20:10,532.07726
10/4/2017 20:25,531.49445
10/4/2017 20:40,530.90184
10/4/2017 20:55,530.30275
10/4/2017 21:10,529.70178
10/4/2017 21:25,529.1046
10/4/2017 21:40,528.5176
10/4/2017 21:55,527.94769
10/4/2017 22:10,527.40201
10/4/2017 22:25,526.88773
10/4/2017 22:40,526.41186
10/4/2017 22:55,525.98106
10/4/2017 23:10,525.60146
10/4/2017 23:25,525.27857
10/4/2017 23:40,525.01707
10/4/2017 23:55,524.82081
10/5/2017 0:10,524.69264
10/5/2017 0:25,524.63438
10/5/2017 0:40,524.6468
10/5/2017 0:55,524.72956
10/5/2017 1:10,524.8812
10/5/2017 1:25,525.09919
10/5/2017 1:40,525.37993
10/5/2017 1:55,525.71882
10/5/2017 2:10,526.11032
10/5/2017 2:25,526.54806
10/5/2017 2:40,527.02493
10/5/2017 2:55,527.53325
10/5/2017 3:10,528.06485
10/5/2017 3:25,528.61131
10/5/2017 3:40,529.16414
10/5/2017 3:55,529.71492
10/5/2017 4:10,530.25564
10/5/2017 4:25,530.77884
10/5/2017 4:40,531.27797
10/5/2017 4:55,531.74759
10/5/2017 5:10,532.18377
10/5/2017 5:25,532.58432
10/5/2017 5:40,532.94922
10/5/2017 5:55,533.28093
10/5/2017 6:10,533.5848
10/5/2017 6:25,533.86947
10/5/2017 6:40,534.14643
10/5/2017 6:55,534.41383
10/5/2017 7:10,534.65727
10/5/2017 7:24,534.8647
10/5/2017 7:24,535.02676
10/5/2017 7:35,535.13658
10/5/2017 7:50,535.18955
10/5/2017 7:55,535.18308
10/5/2017 8:10,535.1164
10/5/2017 8:25,534.99036
10/5/2017 8:35,534.80724
10/5/2017 8:35,534.57057
10/5/2017 8:50,534.28491
10/5/2017 9:05,533.95576
10/5/2017 9:20,533.58931
10/5/2017 9:35,533.19235
10/5/2017 9:50,532.77208
10/5/2017 10:05,532.336
10/5/2017 10:20,531.89179
10/5/2017 10:35,531.44715
10/5/2017 10:50,531.0097
10/5/2017 11:05,530.58691
10/5/2017 11:20,530.18593
10/5/2017 11:35,529.81357
10/5/2017 11:50,529.47617
10/5/2017 12:05,529.17958
10/5/2017 12:20,528.92901
10/5/2017 12:35,528.72905
10/5/2017 12:50,528.58357
10/5/2017 13:05,528.49573
10/5/2017 13:20,528.46788
10/5/2017 13:35,528.50157
10/5/2017 13:50,528.59753
10/5/2017 14:05,528.75568
10/5/2017 14:20,528.97507
10/5/2017 14:35,529.25395
10/5/2017 14:50,529.58972
10/5/2017 15:05,529.97901
10/5/2017 15:20,530.41767
10/5/2017 15:35,530.90084
10/5/2017 15:50,531.42296
10/5/2017 16:05,531.97785
10/5/2017 16:20,532.55874
10/5/2017 16:35,533.15839
10/5/2017 16:50,533.76912
10/5/2017 17:05,534.38274
10/5/2017 17:20,534.98872
10/5/2017 17:35,535.57576
10/5/2017 17:50,536.13372
10/5/2017 18:05,536.65364
10/5/2017 18:20,537.1278
10/5/2017 18:35,537.54963
10/5/2017 18:50,537.91375
10/5/2017 19:05,538.21593
10/5/2017 19:20,538.45307
10/5/2017 19:35,538.62316
10/5/2017 19:50,538.72525
10/5/2017 20:05,538.75944
10/5/2017 20:20,538.7268
10/5/2017 20:35,538.62935
10/5/2017 20:50,538.46997
10/5/2017 21:05,538.25242
10/5/2017 21:20,537.98118
10/5/2017 21:35,537.6615
10/5/2017 21:50,537.29921
10/5/2017 22:05,536.90075
10/5/2017 22:20,536.47303
10/5/2017 22:35,536.02338
10/5/2017 22:50,535.55945
10/5/2017 23:05,535.08911
10/5/2017 23:20,534.62038
10/5/2017 23:35,534.16131
10/5/2017 23:50,533.71988
10/6/2017 0:05,533.30391
10/6/2017 0:20,532.92091
10/6/2017 0:35,532.578
10/6/2017 0:50,532.28177
10/6/2017 1:05,532.03814
10/6/2017 1:20,531.85227
10/6/2017 1:35,531.72839
10/6/2017 1:50,531.66966
10/6/2017 2:05,531.67806
10/6/2017 2:20,531.75421
10/6/2017 2:35,531.89721
10/6/2017 2:50,532.10452
10/6/2017 3:05,532.37178
10/6/2017 3:20,532.69262
10/6/2017 3:35,533.05853
10/6/2017 3:50,533.45865
10/6/2017 4:05,533.87964
10/6/2017 4:20,534.30682
10/6/2017 4:35,534.73652
10/6/2017 4:50,535.17065
10/6/2017 5:05,535.60959
10/6/2017 5:20,536.05233
10/6/2017 5:35,536.49669
10/6/2017 5:50,536.93957
10/6/2017 6:05,537.37716
10/6/2017 6:20,537.80509
10/6/2017 6:35,538.21868
10/6/2017 6:50,538.61303
10/6/2017 7:05,538.98326
10/6/2017 7:20,539.32458
10/6/2017 7:35,539.63245
10/6/2017 7:50,539.90268
10/6/2017 8:05,540.13155
10/6/2017 8:20,540.31587
10/6/2017 8:35,540.45308
10/6/2017 8:50,540.54129
10/6/2017 9:05,540.57934
10/6/2017 9:20,540.56681
10/6/2017 9:35,540.50406
10/6/2017 9:50,540.39225
10/6/2017 10:05,540.23327
10/6/2017 10:20,540.0298
10/6/2017 10:35,539.7852
10/6/2017 10:50,539.50352
10/6/2017 11:05,539.18941
10/6/2017 11:20,538.84803
10/6/2017 11:35,538.485
10/6/2017 11:50,538.10625
10/6/2017 12:05,537.71794
10/6/2017 12:20,537.32633
10/6/2017 12:35,536.9376
10/6/2017 12:50,536.55774
10/6/2017 13:05,536.19234
10/6/2017 13:19,535.84642
10/6/2017 13:19,535.52426
10/6/2017 13:19,535.22913
10/6/2017 13:34,534.96312
10/6/2017 13:49,534.72686
10/6/2017 14:04,534.51931
10/6/2017 14:07,534.33747
10/6/2017 14:07,534.17607
10/6/2017 14:07,534.02736
10/6/2017 14:08,533.88058
10/6/2017 14:08,533.72257
10/6/2017 14:08,533.54234
10/6/2017 14:20,533.33209
10/6/2017 14:20,533.08688
10/6/2017 14:20,532.80427
10/6/2017 14:23,532.48403
10/6/2017 14:23,532.12778
10/6/2017 14:23,531.73875
10/6/2017 14:30,531.32148
10/6/2017 14:30,530.88157
10/6/2017 14:30,530.42542
10/6/2017 14:38,529.96004
10/6/2017 14:38,529.49278
10/6/2017 14:38,529.03118
10/6/2017 14:42,528.5828
10/6/2017 14:42,528.15499
10/6/2017 14:42,527.75483
10/6/2017 14:57,527.38893
10/6/2017 14:57,527.06334
10/6/2017 14:57,526.78347
10/6/2017 15:05,526.55394
10/6/2017 15:05,526.37861
10/6/2017 15:05,526.26044
10/6/2017 15:20,526.20149
10/6/2017 15:35,526.20293
10/6/2017 15:50,526.26495
10/6/2017 16:00,526.38689
10/6/2017 16:00,526.56714
10/6/2017 16:00,526.8033
10/6/2017 16:15,527.09214
10/6/2017 16:30,527.42977
10/6/2017 16:34,527.81164
10/6/2017 16:34,528.23272
10/6/2017 16:34,528.68757
10/6/2017 16:49,529.17053
10/6/2017 16:49,529.67582
10/6/2017 16:49,530.19777
10/6/2017 16:49,530.73095
10/6/2017 16:50,531.2704
10/6/2017 16:50,531.81187
10/6/2017 16:50,532.35201
10/6/2017 16:57,532.88867
10/6/2017 16:57,533.4211
10/6/2017 16:57,533.95031
10/6/2017 17:12,534.47679
10/6/2017 17:13,534.98974
10/6/2017 17:13,535.47604
10/6/2017 17:13,535.92456
10/6/2017 17:28,536.32602
10/6/2017 17:43,536.67298
10/6/2017 17:58,536.95966
10/6/2017 18:13,537.18186
10/6/2017 18:28,537.33691
10/6/2017 18:43,537.42348
10/6/2017 18:58,537.44158
10/6/2017 19:13,537.39239
10/6/2017 19:28,537.27818
10/6/2017 19:43,537.10224
10/6/2017 19:58,536.86874
10/6/2017 20:13,536.58267
10/6/2017 20:28,536.2497
10/6/2017 20:43,535.87615
10/6/2017 20:58,535.46881
10/6/2017 21:13,535.03493
10/6/2017 21:28,534.58204
10/6/2017 21:43,534.11792
10/6/2017 21:58,533.65049
10/6/2017 22:13,533.18767
10/6/2017 22:28,532.73735
10/6/2017 22:43,532.30727
10/6/2017 22:58,531.9049
10/6/2017 23:13,531.53738
10/6/2017 23:28,531.21141
10/6/2017 23:43,530.93318
10/6/2017 23:58,530.70824
10/7/2017 0:13,530.54143
10/7/2017 0:28,530.4368
10/7/2017 0:43,530.39747
10/7/2017 0:58,530.42559
10/7/2017 1:13,530.52225
10/7/2017 1:28,530.68732
10/7/2017 1:43,530.91945
10/7/2017 1:58,531.21591
10/7/2017 2:13,531.57254
10/7/2017 2:28,531.98363
10/7/2017 2:43,532.44187
10/7/2017 2:58,532.93822
10/7/2017 3:13,533.46183
10/7/2017 3:28,533.99998
10/7/2017 3:43,534.53798
10/7/2017 3:58,535.06059
10/7/2017 4:13,535.5544
10/7/2017 4:28,536.00807
10/7/2017 4:43,536.41223
10/7/2017 4:58,536.75936
10/7/2017 5:13,537.0437
10/7/2017 5:28,537.26112
10/7/2017 5:43,537.40903
10/7/2017 5:58,537.48628
10/7/2017 6:13,537.49305
10/7/2017 6:28,537.43075
10/7/2017 6:43,537.30188
10/7/2017 6:58,537.11001
10/7/2017 7:13,536.85958
10/7/2017 7:28,536.55587
10/7/2017 7:43,536.20488
10/7/2017 7:58,535.8132
10/7/2017 8:13,535.38795
10/7/2017 8:28,534.93664
10/7/2017 8:43,534.46712
10/7/2017 8:58,533.98745
10/7/2017 9:13,533.50577
10/7/2017 9:28,533.03029
10/7/2017 9:43,532.56909
10/7/2017 9:58,532.13012
10/7/2017 10:13,531.72101
10/7/2017 10:28,531.34905
10/7/2017 10:43,531.02105
10/7/2017 10:58,530.74327
10/7/2017 11:13,530.52131
10/7/2017 11:28,530.36001
10/7/2017 11:43,530.26339
10/7/2017 11:58,530.23451
10/7/2017 12:13,530.27542
10/7/2017 12:28,530.38702
10/7/2017 12:43,530.56904
10/7/2017 12:58,530.81987
10/7/2017 13:13,531.13653
10/7/2017 13:28,531.51452
10/7/2017 13:43,531.94781
10/7/2017 13:58,532.42867
10/7/2017 14:13,532.94764
10/7/2017 14:28,533.49341
10/7/2017 14:43,534.05274
10/7/2017 14:58,534.61058
10/7/2017 15:13,535.152
10/7/2017 15:28,535.66401
10/7/2017 15:43,536.13552
10/7/2017 15:58,536.55734
10/7/2017 16:13,536.92203
10/7/2017 16:28,537.22382
10/7/2017 16:43,537.45854
10/7/2017 16:58,537.62349
10/7/2017 17:13,537.71738
10/7/2017 17:28,537.74022
10/7/2017 17:43,537.69322
10/7/2017 17:58,537.5787
10/7/2017 18:13,537.40001
10/7/2017 18:28,537.16142
10/7/2017 18:43,536.86802
10/7/2017 18:58,536.52565
10/7/2017 19:13,536.14075
10/7/2017 19:28,535.72034
10/7/2017 19:43,535.27186
10/7/2017 19:58,534.80309
10/7/2017 20:13,534.32207
10/7/2017 20:28,533.837
10/7/2017 20:43,533.35612
10/7/2017 20:58,532.88761
10/7/2017 21:13,532.43954
10/7/2017 21:28,532.0197
10/7/2017 21:43,531.63557
10/7/2017 21:58,531.29417
10/7/2017 22:13,531.00198
10/7/2017 22:28,530.76484
10/7/2017 22:43,530.58785
10/7/2017 22:58,530.47528
10/7/2017 23:13,530.43042
10/7/2017 23:28,530.45555
10/7/2017 23:35,530.55179
10/7/2017 23:35,530.71901
10/7/2017 23:41,530.95572
10/7/2017 23:56,531.259
10/8/2017 0:11,531.62435
10/8/2017 0:12,532.04563
10/8/2017 0:12,532.51491
10/8/2017 0:27,533.02241
10/8/2017 0:35,533.55639
10/8/2017 0:35,534.10304
10/8/2017 0:50,534.65481
10/8/2017 1:05,535.22044
10/8/2017 1:14,535.8074
10/8/2017 1:14,536.41962
10/8/2017 1:29,537.05792
10/8/2017 1:35,537.7205
10/8/2017 1:35,538.40334
10/8/2017 1:48,539.10062
10/8/2017 2:03,539.80513
10/8/2017 2:18,540.50858
10/8/2017 2:33,541.20197
10/8/2017 2:35,541.87588
10/8/2017 2:50,542.52076
10/8/2017 3:05,543.12718
10/8/2017 3:20,543.6861
10/8/2017 3:35,544.18904
10/8/2017 3:50,544.62827
10/8/2017 4:05,544.99699
10/8/2017 4:20,545.28948
10/8/2017 4:35,545.50116
10/8/2017 4:50,545.62873
10/8/2017 5:05,545.67019
10/8/2017 5:20,545.62493
10/8/2017 5:35,545.49367
10/8/2017 5:50,545.27854
10/8/2017 6:05,544.98297
10/8/2017 6:20,544.61166
10/8/2017 6:35,544.1705
10/8/2017 6:50,543.66645
10/8/2017 7:05,543.1074
10/8/2017 7:20,542.50204
10/8/2017 7:35,541.85964
10/8/2017 7:50,541.18988
10/8/2017 8:05,540.50258
10/8/2017 8:20,539.80748
10/8/2017 8:35,539.11393
10/8/2017 8:50,538.4306
10/8/2017 9:05,537.76513
10/8/2017 9:20,537.12382
10/8/2017 9:35,536.51119
10/8/2017 9:50,535.92962
10/8/2017 10:05,535.37891
10/8/2017 10:20,534.85582
10/8/2017 10:35,534.35359
10/8/2017 10:50,533.86158
10/8/2017 11:05,533.37585
10/8/2017 11:20,532.90891
10/8/2017 11:35,532.4731
10/8/2017 11:50,532.07869
10/8/2017 12:05,531.73405
10/8/2017 12:20,531.44572
10/8/2017 12:35,531.21854
10/8/2017 12:50,531.05579
10/8/2017 13:05,530.95925
10/8/2017 13:12,530.92937
10/8/2017 13:12,530.96533
10/8/2017 13:27,531.06518
10/8/2017 13:35,531.22592
10/8/2017 13:43,531.44364
10/8/2017 13:58,531.71359
10/8/2017 14:09,532.03031
10/8/2017 14:09,532.38772
10/8/2017 14:24,532.77921
10/8/2017 14:35,533.19777
10/8/2017 14:35,533.63604
10/8/2017 14:41,534.08647
10/8/2017 14:45,534.54135
10/8/2017 14:45,534.99295
10/8/2017 15:00,535.4336
10/8/2017 15:13,535.85576
10/8/2017 15:28,536.25215
10/8/2017 15:43,536.61581
10/8/2017 15:58,536.94019
10/8/2017 16:13,537.21925
10/8/2017 16:28,537.44752
10/8/2017 16:43,537.62021
10/8/2017 16:58,537.7333
10/8/2017 17:13,537.78356
10/8/2017 17:20,537.76872
10/8/2017 17:20,537.68746
10/8/2017 17:35,537.53956
10/8/2017 17:50,537.32593
10/8/2017 18:05,537.04869
10/8/2017 18:16,536.71126
10/8/2017 18:20,536.31842
10/8/2017 18:35,535.8764
10/8/2017 18:50,535.3929
10/8/2017 19:05,534.87723
10/8/2017 19:18,534.3403
10/8/2017 19:18,533.79458
10/8/2017 19:23,533.24651
10/8/2017 19:35,532.69385
10/8/2017 19:50,532.13572
10/8/2017 19:54,531.573
10/8/2017 20:09,531.00812
10/8/2017 20:19,530.44473
10/8/2017 20:34,529.88744
10/8/2017 20:35,529.34159
10/8/2017 20:35,528.81299
10/8/2017 20:50,528.30772
10/8/2017 21:05,527.83193
10/8/2017 21:20,527.39168
10/8/2017 21:35,526.99274
10/8/2017 21:50,526.64046
10/8/2017 22:05,526.33964
10/8/2017 22:20,526.09442
10/8/2017 22:35,525.90819
10/8/2017 22:35,525.7835
10/8/2017 22:35,525.72199
10/8/2017 22:50,525.72437
10/8/2017 23:05,525.79037
10/8/2017 23:20,525.91874
10/8/2017 23:35,526.10727
10/8/2017 23:50,526.35277
10/9/2017 0:05,526.65116
10/9/2017 0:20,526.9975
10/9/2017 0:35,527.38607
10/9/2017 0:50,527.81045
10/9/2017 1:05,528.26366
10/9/2017 1:20,528.73824
10/9/2017 1:22,529.22645
10/9/2017 1:37,529.72036
10/9/2017 1:52,530.21208
10/9/2017 1:53,530.69394
10/9/2017 1:53,531.1587
10/9/2017 2:08,531.59974
10/9/2017 2:23,532.01139
10/9/2017 2:24,532.3891
10/9/2017 2:24,532.72976
10/9/2017 2:39,533.03202
10/9/2017 2:54,533.29654
10/9/2017 3:09,533.52638
10/9/2017 3:24,533.72731
10/9/2017 3:39,533.90819
10/9/2017 3:54,534.08105
10/9/2017 4:09,534.25339
10/9/2017 4:24,534.42511
10/9/2017 4:39,534.5954
10/9/2017 4:54,534.76318
10/9/2017 5:09,534.92718
10/9/2017 5:24,535.08596
10/9/2017 5:39,535.23804
10/9/2017 5:54,535.38185
10/9/2017 6:09,535.51587
10/9/2017 6:24,535.63859
10/9/2017 6:39,535.74864
10/9/2017 6:54,535.84472
10/9/2017 7:09,535.92573
10/9/2017 7:24,535.99071
10/9/2017 7:39,536.03893
10/9/2017 7:54,536.06986
10/9/2017 8:09,536.08323
10/9/2017 8:24,536.07899
10/9/2017 8:39,536.05735
10/9/2017 8:54,536.01878
10/9/2017 9:09,535.96398
10/9/2017 9:24,535.89394
10/9/2017 9:39,535.80984
10/9/2017 9:54,535.7131
10/9/2017 10:05,535.60535
10/9/2017 10:05,535.4884
10/9/2017 10:05,535.36423
10/9/2017 10:06,535.23491
10/9/2017 10:06,535.10266
10/9/2017 10:06,534.9697
10/9/2017 10:21,534.83831
10/9/2017 10:36,534.71072
10/9/2017 10:51,534.58908
10/9/2017 11:06,534.47541
10/9/2017 11:21,534.37154
10/9/2017 11:36,534.27904
10/9/2017 11:51,534.19917
10/9/2017 12:06,534.13279
10/9/2017 12:21,534.08033
10/9/2017 12:36,534.04164
10/9/2017 12:51,534.01598
10/9/2017 13:06,534.00188
10/9/2017 13:21,533.99709
10/9/2017 13:36,533.99848
10/9/2017 13:51,534.00157
10/9/2017 14:06,533.99584
10/9/2017 14:21,533.9683
10/9/2017 14:36,533.90902
10/9/2017 14:51,533.81098
10/9/2017 15:06,533.66975
10/9/2017 15:21,533.4832
10/9/2017 15:36,533.25121
10/9/2017 15:51,532.97541
10/9/2017 16:06,532.65892
10/9/2017 16:21,532.30609
10/9/2017 16:36,531.92232
10/9/2017 16:51,531.51378
10/9/2017 17:06,531.08724
10/9/2017 17:21,530.64989
10/9/2017 17:21,530.20916
10/9/2017 17:21,529.77251
10/9/2017 17:21,529.34737
10/9/2017 17:29,528.94092
10/9/2017 17:29,528.56002
10/9/2017 17:29,528.21105
10/9/2017 17:30,527.89989
10/9/2017 17:30,527.63176
10/9/2017 17:30,527.41121
10/9/2017 17:45,527.242
10/9/2017 18:00,527.12715
10/9/2017 18:15,527.0688
10/9/2017 18:30,527.06829
10/9/2017 18:45,527.1261
10/9/2017 18:58,527.24189
10/9/2017 18:58,527.41451
10/9/2017 18:58,527.64204
10/9/2017 18:58,527.92184
10/9/2017 18:58,528.25062
10/9/2017 18:58,528.62451
10/9/2017 19:13,529.03918
10/9/2017 19:28,529.48987
10/9/2017 19:43,529.97161
10/9/2017 19:58,530.47927
10/9/2017 20:13,531.00775
10/9/2017 20:28,531.55211
10/9/2017 20:43,532.10775
10/9/2017 20:58,532.67061
10/9/2017 21:13,533.23735
10/9/2017 21:28,533.80557
10/9/2017 21:43,534.37406
10/9/2017 21:58,534.94266
10/9/2017 22:13,535.51053
10/9/2017 22:28,536.0755
10/9/2017 22:43,536.63441
10/9/2017 22:58,537.18325
10/9/2017 23:13,537.71741
10/9/2017 23:28,538.23189
10/9/2017 23:43,538.72143
10/9/2017 23:58,539.18076
10/10/2017 0:13,539.60467
10/10/2017 0:28,539.98821
10/10/2017 0:43,540.32679
10/10/2017 0:58,540.61632
10/10/2017 1:13,540.85326
10/10/2017 1:28,541.03475
10/10/2017 1:43,541.15864
10/10/2017 1:58,541.22361
10/10/2017 2:13,541.22912
10/10/2017 2:28,541.17552
10/10/2017 2:43,541.06402
10/10/2017 2:58,540.8967
10/10/2017 3:13,540.6765
10/10/2017 3:28,540.40716
10/10/2017 3:43,540.09325
